<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.01.02	09:00:00	1225.05	1228.42	1220.52	1222.86	3523	0	0
2014.01.02	10:00:00	1222.86	1223.91	1219.66	1221.65	2353	0	0
2014.01.02	11:00:00	1221.66	1221.96	1219.10	1221.26	2038	0	0
2014.01.02	12:00:00	1221.29	1221.83	1219.26	1221.25	1500	0	0
2014.01.02	13:00:00	1221.25	1221.46	1216.51	1217.95	2973	0	0
2014.01.02	14:00:00	1217.99	1219.47	1213.58	1216.09	3828	0	0
2014.01.02	15:00:00	1216.06	1223.92	1215.87	1223.28	6499	0	0
2014.01.02	16:00:00	1223.28	1226.58	1222.53	1225.69	6459	0	0
2014.01.02	17:00:00	1225.69	1225.94	1220.86	1223.52	6241	0	0
2014.01.02	18:00:00	1223.50	1227.02	1223.31	1224.79	4459	0	0
2014.01.02	19:00:00	1224.79	1225.21	1222.86	1224.25	1432	0	0
2014.01.02	20:00:00	1224.21	1230.65	1224.01	1228.72	1816	0	0
2014.01.02	21:00:00	1228.70	1228.70	1225.11	1225.16	853	0	0
2014.01.02	22:00:00	1225.11	1225.11	1222.09	1223.81	724	0	0
2014.01.02	23:00:00	1223.61	1226.02	1223.46	1224.23	560	0	0
2014.01.03	00:00:00	1224.18	1224.18	1222.48	1222.53	316	0	0
2014.01.03	01:00:00	1222.00	1224.51	1221.70	1223.35	466	0	0
2014.01.03	02:00:00	1223.28	1235.88	1223.28	1234.08	1538	0	0
2014.01.03	03:00:00	1234.18	1235.38	1228.33	1229.22	1868	0	0
2014.01.03	04:00:00	1229.24	1232.81	1229.24	1231.96	1197	0	0
2014.01.03	05:00:00	1231.93	1232.43	1229.49	1229.59	876	0	0
2014.01.03	06:00:00	1229.57	1230.63	1229.09	1230.31	640	0	0
2014.01.03	07:00:00	1230.46	1233.32	1230.19	1231.11	1098	0	0
2014.01.03	08:00:00	1231.23	1238.61	1231.10	1235.65	2436	0	0
2014.01.03	09:00:00	1235.69	1236.39	1232.43	1233.21	2075	0	0
2014.01.03	10:00:00	1233.19	1233.91	1230.20	1230.94	2068	0	0
2014.01.03	11:00:00	1231.01	1233.46	1227.93	1231.29	2220	0	0
2014.01.03	12:00:00	1231.29	1233.71	1231.16	1232.34	1449	0	0
2014.01.03	13:00:00	1232.39	1232.77	1230.76	1230.76	1202	0	0
2014.01.03	14:00:00	1230.74	1232.37	1229.78	1230.56	2614	0	0
2014.01.03	15:00:00	1230.60	1231.58	1226.87	1229.61	5329	0	0
2014.01.03	16:00:00	1229.58	1234.60	1228.12	1233.99	5862	0	0
2014.01.03	17:00:00	1234.01	1237.36	1232.99	1235.86	5708	0	0
2014.01.03	18:00:00	1235.95	1237.77	1234.65	1237.77	3954	0	0
2014.01.03	19:00:00	1237.77	1238.02	1235.82	1237.57	1539	0	0
2014.01.03	20:00:00	1237.67	1240.04	1235.87	1235.99	1992	0	0
2014.01.03	21:00:00	1236.19	1240.01	1236.02	1237.46	1443	0	0
2014.01.03	22:00:00	1237.44	1237.61	1235.27	1236.32	926	0	0
2014.01.03	23:00:00	1236.29	1237.14	1235.82	1236.58	807	0	0
2014.01.06	01:00:00	1236.85	1238.26	1233.75	1234.03	871	0	0
2014.01.06	02:00:00	1234.07	1235.82	1232.73	1234.84	1342	0	0
2014.01.06	03:00:00	1234.80	1244.30	1234.80	1242.32	2461	0	0
2014.01.06	04:00:00	1242.37	1246.16	1241.65	1244.74	1490	0	0
2014.01.06	05:00:00	1244.76	1244.84	1240.64	1240.85	1099	0	0
2014.01.06	06:00:00	1240.84	1240.94	1238.29	1239.29	845	0	0
2014.01.06	07:00:00	1239.31	1241.37	1237.74	1240.57	1050	0	0
2014.01.06	08:00:00	1240.62	1242.32	1239.41	1239.70	1981	0	0
2014.01.06	09:00:00	1239.68	1241.95	1238.67	1239.88	1931	0	0
2014.01.06	10:00:00	1239.87	1240.72	1236.87	1237.33	1837	0	0
2014.01.06	11:00:00	1237.37	1240.00	1235.93	1238.37	2246	0	0
2014.01.06	12:00:00	1238.36	1238.97	1236.47	1238.75	1700	0	0
2014.01.06	13:00:00	1238.58	1239.31	1236.61	1238.72	1391	0	0
2014.01.06	14:00:00	1238.66	1239.38	1235.39	1237.18	2597	0	0
2014.01.06	15:00:00	1237.10	1242.22	1236.97	1241.22	5326	0	0
2014.01.06	16:00:00	1241.17	1245.95	1239.54	1245.22	6071	0	0
2014.01.06	17:00:00	1245.20	1248.11	1217.57	1241.73	8201	0	0
2014.01.06	18:00:00	1241.86	1243.31	1239.86	1241.10	3966	0	0
2014.01.06	19:00:00	1241.10	1242.22	1240.55	1241.20	1244	0	0
2014.01.06	20:00:00	1241.20	1241.41	1237.18	1238.74	1968	0	0
2014.01.06	21:00:00	1238.79	1240.92	1238.29	1240.18	952	0	0
2014.01.06	22:00:00	1240.18	1240.18	1237.27	1239.17	579	0	0
2014.01.06	23:00:00	1239.17	1239.17	1237.27	1237.68	492	0	0
2014.01.07	00:00:00	1237.63	1237.63	1236.79	1237.43	431	0	0
2014.01.07	01:00:00	1237.60	1239.25	1237.33	1237.81	679	0	0
2014.01.07	02:00:00	1237.68	1238.80	1236.91	1238.10	649	0	0
2014.01.07	03:00:00	1238.11	1241.64	1238.02	1240.79	1131	0	0
2014.01.07	04:00:00	1240.77	1243.68	1240.25	1243.08	1061	0	0
2014.01.07	05:00:00	1242.67	1242.79	1240.69	1240.78	561	0	0
2014.01.07	06:00:00	1240.86	1241.26	1239.69	1240.33	594	0	0
2014.01.07	07:00:00	1240.28	1242.78	1239.78	1241.88	822	0	0
2014.01.07	08:00:00	1241.92	1245.16	1240.86	1240.92	1682	0	0
2014.01.07	09:00:00	1240.94	1242.22	1239.13	1239.72	1920	0	0
2014.01.07	10:00:00	1239.72	1239.83	1238.10	1239.02	2154	0	0
2014.01.07	11:00:00	1239.07	1240.06	1236.91	1239.52	1658	0	0
2014.01.07	12:00:00	1239.30	1239.57	1236.87	1239.03	1817	0	0
2014.01.07	13:00:00	1239.06	1240.35	1238.53	1238.56	1069	0	0
2014.01.07	14:00:00	1238.55	1239.61	1235.25	1236.83	3071	0	0
2014.01.07	15:00:00	1236.83	1239.42	1233.96	1235.77	5598	0	0
2014.01.07	16:00:00	1235.74	1235.74	1226.57	1227.96	7367	0	0
2014.01.07	17:00:00	1227.96	1229.16	1224.82	1225.85	6705	0	0
2014.01.07	18:00:00	1225.75	1227.40	1225.01	1226.20	4831	0	0
2014.01.07	19:00:00	1226.19	1231.12	1226.17	1230.73	2199	0	0
2014.01.07	20:00:00	1230.77	1231.47	1228.44	1229.15	1422	0	0
2014.01.07	21:00:00	1229.08	1231.07	1228.90	1230.57	754	0	0
2014.01.07	22:00:00	1230.57	1232.77	1230.47	1231.96	604	0	0
2014.01.07	23:00:00	1232.06	1232.39	1231.27	1231.58	345	0	0
2014.01.08	00:00:00	1231.53	1231.68	1231.35	1231.53	212	0	0
2014.01.08	01:00:00	1231.18	1232.25	1228.98	1229.24	549	0	0
2014.01.08	02:00:00	1229.21	1230.61	1227.90	1230.56	774	0	0
2014.01.08	03:00:00	1230.52	1230.52	1226.65	1228.24	1424	0	0
2014.01.08	04:00:00	1228.16	1229.75	1227.96	1228.56	714	0	0
2014.01.08	05:00:00	1228.52	1228.80	1225.67	1226.24	643	0	0
2014.01.08	06:00:00	1226.22	1227.74	1226.06	1227.01	584	0	0
2014.01.08	07:00:00	1227.00	1227.69	1225.42	1226.45	1007	0	0
2014.01.08	08:00:00	1226.49	1227.29	1225.85	1226.28	1359	0	0
2014.01.08	09:00:00	1226.27	1228.81	1226.05	1226.85	1606	0	0
2014.01.08	10:00:00	1226.88	1227.62	1222.73	1224.50	2433	0	0
2014.01.08	11:00:00	1224.57	1227.41	1221.12	1226.93	2120	0	0
2014.01.08	12:00:00	1226.89	1227.27	1225.66	1226.27	1273	0	0
2014.01.08	13:00:00	1226.29	1226.96	1225.32	1226.23	811	0	0
2014.01.08	14:00:00	1226.34	1231.05	1225.67	1229.41	2195	0	0
2014.01.08	15:00:00	1229.44	1231.80	1219.96	1222.45	7593	0	0
2014.01.08	16:00:00	1222.42	1223.69	1219.20	1221.34	6039	0	0
2014.01.08	17:00:00	1221.26	1225.14	1220.42	1223.50	5999	0	0
2014.01.08	18:00:00	1223.48	1224.34	1221.17	1221.84	4178	0	0
2014.01.08	19:00:00	1221.83	1222.90	1220.25	1222.00	1691	0	0
2014.01.08	20:00:00	1221.90	1226.80	1221.70	1224.55	2128	0	0
2014.01.08	21:00:00	1224.34	1224.91	1218.31	1223.14	3409	0	0
2014.01.08	22:00:00	1223.20	1228.65	1223.00	1224.64	1563	0	0
2014.01.08	23:00:00	1224.61	1225.89	1224.31	1225.63	369	0	0
2014.01.09	00:00:00	1225.63	1226.30	1225.23	1225.64	311	0	0
2014.01.09	01:00:00	1225.32	1226.48	1225.32	1226.03	228	0	0
2014.01.09	02:00:00	1225.98	1226.61	1224.56	1226.16	590	0	0
2014.01.09	03:00:00	1226.09	1227.64	1224.08	1226.73	1751	0	0
2014.01.09	04:00:00	1226.78	1227.21	1225.53	1226.95	749	0	0
2014.01.09	05:00:00	1226.90	1227.68	1226.64	1227.33	396	0	0
2014.01.09	06:00:00	1227.40	1227.53	1226.27	1226.53	484	0	0
2014.01.09	07:00:00	1226.52	1227.83	1225.15	1225.38	746	0	0
2014.01.09	08:00:00	1225.39	1226.99	1225.30	1226.96	1383	0	0
2014.01.09	09:00:00	1226.92	1227.55	1225.84	1227.31	1677	0	0
2014.01.09	10:00:00	1227.26	1227.31	1224.76	1226.31	1161	0	0
2014.01.09	11:00:00	1226.25	1228.12	1226.01	1226.24	1208	0	0
2014.01.09	12:00:00	1226.17	1227.08	1225.56	1226.94	1129	0	0
2014.01.09	13:00:00	1227.00	1228.99	1226.86	1228.01	1308	0	0
2014.01.09	14:00:00	1227.91	1230.96	1227.87	1230.21	3093	0	0
2014.01.09	15:00:00	1230.26	1231.26	1225.84	1226.70	6416	0	0
2014.01.09	16:00:00	1226.70	1227.17	1224.12	1225.72	5698	0	0
2014.01.09	17:00:00	1225.93	1227.75	1225.32	1226.57	4732	0	0
2014.01.09	18:00:00	1226.48	1227.04	1223.44	1224.67	4528	0	0
2014.01.09	19:00:00	1224.56	1227.58	1223.76	1227.47	1825	0	0
2014.01.09	20:00:00	1227.53	1230.28	1227.42	1228.40	2374	0	0
2014.01.09	21:00:00	1228.40	1229.23	1227.39	1228.02	764	0	0
2014.01.09	22:00:00	1227.92	1228.87	1227.37	1227.96	535	0	0
2014.01.09	23:00:00	1228.02	1228.36	1227.42	1227.68	259	0	0
2014.01.10	00:00:00	1227.68	1227.68	1227.03	1227.03	294	0	0
2014.01.10	01:00:00	1227.08	1229.12	1227.03	1228.51	290	0	0
2014.01.10	02:00:00	1228.51	1228.83	1227.34	1227.83	396	0	0
2014.01.10	03:00:00	1227.88	1229.90	1227.38	1229.60	1047	0	0
2014.01.10	04:00:00	1229.57	1233.87	1229.21	1233.78	1040	0	0
2014.01.10	05:00:00	1233.96	1234.95	1233.01	1233.43	766	0	0
2014.01.10	06:00:00	1233.46	1233.66	1232.32	1232.98	343	0	0
2014.01.10	07:00:00	1233.12	1237.48	1232.84	1236.47	1282	0	0
2014.01.10	08:00:00	1236.58	1236.98	1233.18	1233.78	2422	0	0
2014.01.10	09:00:00	1233.77	1234.67	1232.70	1234.33	1816	0	0
2014.01.10	10:00:00	1234.28	1237.85	1233.46	1233.97	2118	0	0
2014.01.10	11:00:00	1234.11	1234.47	1231.56	1232.73	1907	0	0
2014.01.10	12:00:00	1232.78	1233.87	1231.28	1233.06	1417	0	0
2014.01.10	13:00:00	1233.11	1233.97	1232.48	1233.67	919	0	0
2014.01.10	14:00:00	1233.67	1234.61	1232.66	1234.16	2041	0	0
2014.01.10	15:00:00	1234.39	1245.13	1227.01	1240.41	7384	0	0
2014.01.10	16:00:00	1240.43	1245.00	1238.18	1243.19	7800	0	0
2014.01.10	17:00:00	1243.24	1247.64	1242.95	1245.09	6579	0	0
2014.01.10	18:00:00	1245.14	1246.24	1242.99	1243.94	4456	0	0
2014.01.10	19:00:00	1244.04	1246.45	1243.04	1246.19	1794	0	0
2014.01.10	20:00:00	1246.26	1248.91	1245.71	1247.12	2110	0	0
2014.01.10	21:00:00	1247.09	1247.21	1244.52	1244.71	914	0	0
2014.01.10	22:00:00	1244.68	1247.21	1244.04	1246.71	717	0	0
2014.01.10	23:00:00	1246.68	1248.17	1245.84	1247.98	539	0	0
2014.01.13	01:00:00	1247.69	1250.27	1247.20	1248.27	1082	0	0
2014.01.13	02:00:00	1248.21	1249.31	1247.19	1247.84	483	0	0
2014.01.13	03:00:00	1247.88	1254.78	1247.88	1250.90	1684	0	0
2014.01.13	04:00:00	1250.90	1252.02	1250.52	1251.04	636	0	0
2014.01.13	05:00:00	1251.14	1252.09	1249.44	1250.13	850	0	0
2014.01.13	06:00:00	1250.04	1250.19	1248.59	1250.14	504	0	0
2014.01.13	07:00:00	1249.97	1251.98	1249.19	1250.92	880	0	0
2014.01.13	08:00:00	1250.87	1251.59	1249.01	1249.05	1442	0	0
2014.01.13	09:00:00	1249.04	1250.28	1247.59	1249.17	1329	0	0
2014.01.13	10:00:00	1249.17	1249.63	1246.61	1247.52	1809	0	0
2014.01.13	11:00:00	1247.47	1248.07	1245.14	1246.09	1641	0	0
2014.01.13	12:00:00	1246.01	1246.80	1245.51	1246.32	1345	0	0
2014.01.13	13:00:00	1246.27	1246.98	1245.56	1246.15	1136	0	0
2014.01.13	14:00:00	1246.16	1247.52	1245.83	1246.65	1897	0	0
2014.01.13	15:00:00	1246.65	1248.17	1243.65	1244.55	4932	0	0
2014.01.13	16:00:00	1244.60	1248.90	1244.60	1248.40	4411	0	0
2014.01.13	17:00:00	1248.47	1248.78	1246.34	1248.60	3605	0	0
2014.01.13	18:00:00	1248.64	1253.09	1248.64	1250.34	5060	0	0
2014.01.13	19:00:00	1250.34	1252.54	1249.57	1251.14	1867	0	0
2014.01.13	20:00:00	1251.24	1254.48	1251.24	1253.39	2359	0	0
2014.01.13	21:00:00	1253.39	1254.44	1251.99	1253.00	926	0	0
2014.01.13	22:00:00	1253.04	1254.74	1252.24	1254.52	795	0	0
2014.01.13	23:00:00	1254.49	1254.62	1252.38	1252.38	490	0	0
2014.01.14	00:00:00	1252.38	1252.93	1252.37	1252.38	189	0	0
2014.01.14	01:00:00	1252.76	1254.12	1251.35	1254.09	581	0	0
2014.01.14	02:00:00	1254.08	1254.22	1251.72	1252.71	672	0	0
2014.01.14	03:00:00	1252.80	1253.99	1250.89	1252.37	1084	0	0
2014.01.14	04:00:00	1252.43	1252.59	1250.61	1251.49	512	0	0
2014.01.14	05:00:00	1251.53	1252.39	1251.34	1251.68	550	0	0
2014.01.14	06:00:00	1251.66	1252.07	1251.47	1251.89	202	0	0
2014.01.14	07:00:00	1251.81	1253.76	1251.47	1252.46	760	0	0
2014.01.14	08:00:00	1252.62	1253.34	1252.32	1252.80	1021	0	0
2014.01.14	09:00:00	1252.79	1254.30	1252.44	1253.01	1408	0	0
2014.01.14	10:00:00	1253.00	1253.84	1250.20	1250.29	2238	0	0
2014.01.14	11:00:00	1250.30	1250.41	1248.06	1248.55	2082	0	0
2014.01.14	12:00:00	1248.54	1249.75	1248.15	1248.93	1240	0	0
2014.01.14	13:00:00	1248.88	1248.89	1247.12	1247.57	984	0	0
2014.01.14	14:00:00	1247.52	1249.25	1246.96	1248.56	2578	0	0
2014.01.14	15:00:00	1248.40	1251.50	1247.90	1249.91	5572	0	0
2014.01.14	16:00:00	1249.81	1253.23	1248.78	1252.00	5601	0	0
2014.01.14	17:00:00	1252.05	1255.16	1250.57	1252.92	5829	0	0
2014.01.14	18:00:00	1252.86	1253.45	1241.76	1244.28	7056	0	0
2014.01.14	19:00:00	1244.28	1245.67	1243.06	1245.09	1701	0	0
2014.01.14	20:00:00	1245.14	1246.24	1244.14	1244.63	1553	0	0
2014.01.14	21:00:00	1244.63	1245.41	1241.53	1242.98	1108	0	0
2014.01.14	22:00:00	1242.88	1243.83	1241.78	1243.18	598	0	0
2014.01.14	23:00:00	1243.16	1245.44	1243.08	1245.03	698	0	0
2014.01.15	00:00:00	1244.98	1245.29	1244.69	1245.28	212	0	0
2014.01.15	01:00:00	1244.75	1244.98	1243.22	1243.34	302	0	0
2014.01.15	02:00:00	1243.35	1243.92	1242.95	1243.92	369	0	0
2014.01.15	03:00:00	1243.84	1243.87	1239.06	1240.08	1650	0	0
2014.01.15	04:00:00	1240.06	1241.10	1239.81	1240.71	672	0	0
2014.01.15	05:00:00	1240.66	1241.86	1240.15	1240.94	487	0	0
2014.01.15	06:00:00	1240.99	1241.09	1238.73	1238.83	596	0	0
2014.01.15	07:00:00	1238.79	1240.51	1238.29	1240.06	937	0	0
2014.01.15	08:00:00	1240.02	1241.73	1239.87	1240.95	897	0	0
2014.01.15	09:00:00	1241.01	1242.26	1240.07	1241.31	1230	0	0
2014.01.15	10:00:00	1241.30	1241.76	1238.98	1238.99	1507	0	0
2014.01.15	11:00:00	1238.94	1239.27	1235.62	1237.04	2077	0	0
2014.01.15	12:00:00	1237.02	1238.37	1236.67	1238.22	1162	0	0
2014.01.15	13:00:00	1238.17	1239.61	1238.12	1239.02	994	0	0
2014.01.15	14:00:00	1239.11	1239.14	1235.77	1237.27	2366	0	0
2014.01.15	15:00:00	1237.25	1240.11	1234.69	1236.86	5803	0	0
2014.01.15	16:00:00	1236.91	1237.96	1234.11	1237.36	5751	0	0
2014.01.15	17:00:00	1237.45	1241.70	1235.73	1241.22	6101	0	0
2014.01.15	18:00:00	1241.21	1242.16	1239.06	1239.30	3689	0	0
2014.01.15	19:00:00	1239.31	1240.49	1238.66	1239.76	1224	0	0
2014.01.15	20:00:00	1239.81	1240.05	1238.30	1239.16	872	0	0
2014.01.15	21:00:00	1239.26	1240.51	1237.28	1238.77	994	0	0
2014.01.15	22:00:00	1238.76	1241.89	1238.76	1240.45	707	0	0
2014.01.15	23:00:00	1240.40	1241.66	1239.77	1241.38	512	0	0
2014.01.16	00:00:00	1241.38	1241.69	1241.02	1241.38	255	0	0
2014.01.16	01:00:00	1241.48	1242.23	1240.74	1240.92	288	0	0
2014.01.16	02:00:00	1240.93	1241.98	1239.04	1239.76	631	0	0
2014.01.16	03:00:00	1239.72	1241.16	1239.06	1239.75	1012	0	0
2014.01.16	04:00:00	1239.84	1240.54	1239.45	1239.71	617	0	0
2014.01.16	05:00:00	1239.69	1240.77	1239.67	1240.47	309	0	0
2014.01.16	06:00:00	1240.52	1241.89	1240.42	1241.86	288	0	0
2014.01.16	07:00:00	1241.84	1242.93	1241.13	1242.76	655	0	0
2014.01.16	08:00:00	1242.79	1243.68	1241.35	1241.64	1358	0	0
2014.01.16	09:00:00	1241.60	1241.87	1238.51	1238.86	2022	0	0
2014.01.16	10:00:00	1238.96	1239.17	1236.25	1237.87	2064	0	0
2014.01.16	11:00:00	1237.82	1238.76	1236.43	1238.61	1231	0	0
2014.01.16	12:00:00	1238.60	1238.61	1236.43	1237.47	1288	0	0
2014.01.16	13:00:00	1237.47	1238.26	1236.85	1237.56	1103	0	0
2014.01.16	14:00:00	1237.55	1239.68	1237.45	1237.68	1676	0	0
2014.01.16	15:00:00	1237.57	1241.89	1236.87	1240.95	5197	0	0
2014.01.16	16:00:00	1241.01	1245.13	1240.04	1240.04	4613	0	0
2014.01.16	17:00:00	1240.19	1243.09	1239.94	1242.37	4734	0	0
2014.01.16	18:00:00	1242.34	1242.64	1240.88	1242.04	3236	0	0
2014.01.16	19:00:00	1242.09	1242.49	1241.00	1241.05	1757	0	0
2014.01.16	20:00:00	1241.06	1241.90	1239.71	1241.65	1439	0	0
2014.01.16	21:00:00	1241.56	1242.66	1241.16	1241.61	528	0	0
2014.01.16	22:00:00	1241.51	1242.36	1241.06	1242.21	512	0	0
2014.01.16	23:00:00	1242.23	1242.36	1241.63	1241.83	309	0	0
2014.01.17	00:00:00	1241.83	1242.18	1241.64	1242.11	215	0	0
2014.01.17	01:00:00	1241.88	1242.88	1241.81	1241.88	273	0	0
2014.01.17	02:00:00	1241.95	1243.04	1241.48	1241.81	497	0	0
2014.01.17	03:00:00	1241.72	1243.41	1240.93	1242.99	1013	0	0
2014.01.17	04:00:00	1242.98	1243.90	1242.76	1243.85	859	0	0
2014.01.17	05:00:00	1243.90	1243.92	1242.37	1243.01	693	0	0
2014.01.17	06:00:00	1243.14	1243.42	1241.53	1241.77	472	0	0
2014.01.17	07:00:00	1241.82	1244.20	1241.14	1244.03	630	0	0
2014.01.17	08:00:00	1243.99	1244.24	1242.82	1243.71	823	0	0
2014.01.17	09:00:00	1243.72	1244.43	1239.69	1240.44	1731	0	0
2014.01.17	10:00:00	1240.52	1241.19	1239.56	1240.74	1519	0	0
2014.01.17	11:00:00	1240.73	1243.47	1239.99	1241.59	1532	0	0
2014.01.17	12:00:00	1241.48	1242.41	1240.68	1242.41	1186	0	0
2014.01.17	13:00:00	1242.46	1242.80	1240.42	1240.58	866	0	0
2014.01.17	14:00:00	1240.47	1241.89	1237.65	1241.63	2938	0	0
2014.01.17	15:00:00	1241.61	1249.74	1241.40	1248.04	6125	0	0
2014.01.17	16:00:00	1248.09	1250.57	1246.88	1248.59	5592	0	0
2014.01.17	17:00:00	1248.75	1250.30	1246.98	1249.37	4281	0	0
2014.01.17	18:00:00	1249.47	1254.90	1248.81	1253.82	5626	0	0
2014.01.17	19:00:00	1253.92	1253.95	1250.97	1252.34	1822	0	0
2014.01.17	20:00:00	1252.32	1254.26	1251.16	1252.08	1290	0	0
2014.01.17	21:00:00	1252.18	1252.90	1251.58	1252.77	523	0	0
2014.01.17	22:00:00	1252.72	1253.94	1251.46	1253.58	639	0	0
2014.01.17	23:00:00	1253.40	1254.47	1252.56	1253.62	951	0	0
2014.01.20	01:00:00	1252.66	1261.11	1252.32	1255.88	1300	0	0
2014.01.20	02:00:00	1255.83	1257.78	1255.73	1256.53	838	0	0
2014.01.20	03:00:00	1256.58	1258.03	1256.22	1257.08	1139	0	0
2014.01.20	04:00:00	1257.08	1257.13	1255.64	1255.73	1015	0	0
2014.01.20	05:00:00	1255.78	1256.12	1254.23	1255.02	724	0	0
2014.01.20	06:00:00	1255.01	1255.66	1254.72	1255.33	320	0	0
2014.01.20	07:00:00	1255.28	1257.12	1254.89	1256.98	542	0	0
2014.01.20	08:00:00	1256.93	1257.32	1256.26	1256.54	829	0	0
2014.01.20	09:00:00	1256.52	1256.59	1253.30	1253.69	1393	0	0
2014.01.20	10:00:00	1253.68	1254.93	1253.24	1254.63	1502	0	0
2014.01.20	11:00:00	1254.58	1255.99	1253.87	1255.09	998	0	0
2014.01.20	12:00:00	1255.02	1255.34	1254.39	1254.69	633	0	0
2014.01.20	13:00:00	1254.61	1254.99	1253.79	1254.47	682	0	0
2014.01.20	14:00:00	1254.42	1256.22	1253.67	1255.96	1776	0	0
2014.01.20	15:00:00	1255.85	1257.23	1255.41	1256.55	1824	0	0
2014.01.20	16:00:00	1256.57	1256.61	1254.63	1255.40	1408	0	0
2014.01.20	17:00:00	1255.36	1256.54	1254.86	1256.53	1705	0	0
2014.01.20	18:00:00	1256.51	1256.90	1255.01	1255.01	734	0	0
2014.01.20	19:00:00	1254.96	1255.51	1253.71	1254.54	458	0	0
2014.01.20	20:00:00	1254.51	1255.12	1253.71	1254.60	247	0	0
2014.01.21	00:00:00	1254.57	1254.57	1254.57	1254.57	1	0	0
2014.01.21	01:00:00	1254.63	1255.71	1254.45	1255.27	335	0	0
2014.01.21	02:00:00	1255.23	1255.23	1253.26	1254.03	585	0	0
2014.01.21	03:00:00	1254.01	1254.01	1250.99	1252.32	1433	0	0
2014.01.21	04:00:00	1252.33	1253.11	1251.78	1252.55	826	0	0
2014.01.21	05:00:00	1252.62	1252.97	1251.47	1251.78	667	0	0
2014.01.21	06:00:00	1251.73	1252.67	1251.48	1252.61	424	0	0
2014.01.21	07:00:00	1252.59	1253.95	1252.54	1253.54	402	0	0
2014.01.21	08:00:00	1253.50	1253.51	1251.70	1252.66	1248	0	0
2014.01.21	09:00:00	1252.63	1254.23	1251.90	1253.01	1645	0	0
2014.01.21	10:00:00	1253.01	1253.01	1248.70	1249.25	2634	0	0
2014.01.21	11:00:00	1249.23	1249.60	1246.80	1247.83	2448	0	0
2014.01.21	12:00:00	1247.81	1248.88	1247.30	1247.69	1346	0	0
2014.01.21	13:00:00	1247.68	1249.04	1246.17	1246.67	1661	0	0
2014.01.21	14:00:00	1246.78	1246.86	1242.56	1244.26	3328	0	0
2014.01.21	15:00:00	1244.21	1244.72	1235.62	1238.62	6361	0	0
2014.01.21	16:00:00	1238.60	1240.65	1235.51	1240.05	5630	0	0
2014.01.21	17:00:00	1240.05	1241.48	1238.00	1240.80	4513	0	0
2014.01.21	18:00:00	1240.79	1242.19	1239.13	1241.44	4435	0	0
2014.01.21	19:00:00	1241.44	1242.95	1240.21	1241.92	1562	0	0
2014.01.21	20:00:00	1241.92	1242.89	1241.08	1241.99	1138	0	0
2014.01.21	21:00:00	1242.01	1244.04	1241.64	1242.56	693	0	0
2014.01.21	22:00:00	1242.66	1243.06	1240.61	1241.36	805	0	0
2014.01.21	23:00:00	1241.36	1241.80	1240.88	1240.98	223	0	0
2014.01.22	00:00:00	1240.98	1241.21	1239.74	1239.95	233	0	0
2014.01.22	01:00:00	1239.88	1242.94	1239.88	1242.56	348	0	0
2014.01.22	02:00:00	1242.55	1243.14	1242.16	1242.90	532	0	0
2014.01.22	03:00:00	1242.88	1242.88	1240.65	1241.86	874	0	0
2014.01.22	04:00:00	1241.83	1242.96	1241.45	1241.70	553	0	0
2014.01.22	05:00:00	1241.74	1243.34	1241.74	1243.07	622	0	0
2014.01.22	06:00:00	1243.10	1243.25	1242.35	1242.77	338	0	0
2014.01.22	07:00:00	1242.79	1242.87	1241.54	1241.92	629	0	0
2014.01.22	08:00:00	1241.89	1242.22	1238.99	1240.32	1550	0	0
2014.01.22	09:00:00	1240.36	1241.83	1239.55	1239.90	1609	0	0
2014.01.22	10:00:00	1239.84	1241.38	1238.09	1238.12	2282	0	0
2014.01.22	11:00:00	1238.13	1240.01	1238.12	1239.28	1610	0	0
2014.01.22	12:00:00	1239.33	1240.21	1238.58	1240.06	1335	0	0
2014.01.22	13:00:00	1240.18	1241.88	1239.71	1240.71	1141	0	0
2014.01.22	14:00:00	1240.71	1243.06	1239.89	1240.57	2358	0	0
2014.01.22	15:00:00	1240.56	1242.86	1239.79	1240.49	3887	0	0
2014.01.22	16:00:00	1240.45	1241.97	1239.55	1241.32	3833	0	0
2014.01.22	17:00:00	1241.31	1241.47	1238.27	1240.36	4415	0	0
2014.01.22	18:00:00	1240.37	1241.12	1239.45	1239.66	2668	0	0
2014.01.22	19:00:00	1239.61	1240.01	1238.64	1239.21	2195	0	0
2014.01.22	20:00:00	1239.24	1239.86	1238.55	1239.34	1788	0	0
2014.01.22	21:00:00	1239.37	1240.06	1238.95	1239.56	1143	0	0
2014.01.22	22:00:00	1239.61	1239.85	1235.94	1236.15	3007	0	0
2014.01.22	23:00:00	1236.18	1236.98	1235.85	1236.78	1111	0	0
2014.01.23	00:00:00	1236.80	1236.88	1236.35	1236.52	224	0	0
2014.01.23	01:00:00	1235.50	1237.37	1235.40	1236.83	573	0	0
2014.01.23	02:00:00	1236.75	1236.80	1231.76	1233.62	2359	0	0
2014.01.23	03:00:00	1233.71	1233.97	1231.33	1231.70	2800	0	0
2014.01.23	04:00:00	1231.67	1235.75	1231.47	1234.33	2160	0	0
2014.01.23	05:00:00	1234.36	1235.20	1232.95	1234.13	1862	0	0
