<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.06	02:00:00	1473.89	1474.64	1471.56	1473.88	1644	0	29
2019.08.06	03:00:00	1473.88	1474.75	1469.27	1470.06	2132	0	27
2019.08.06	04:00:00	1470.06	1470.06	1460.04	1462.98	3813	0	24
2019.08.06	05:00:00	1462.96	1467.84	1462.72	1466.85	2270	0	23
2019.08.06	06:00:00	1466.85	1467.44	1460.29	1460.83	1969	0	24
2019.08.06	07:00:00	1460.71	1463.65	1456.36	1462.98	2765	0	27
2019.08.06	08:00:00	1462.97	1463.55	1459.36	1461.35	1856	0	26
2019.08.06	09:00:00	1461.32	1465.14	1460.85	1461.66	2223	0	23
2019.08.06	10:00:00	1461.76	1464.26	1458.41	1461.25	2672	0	24
2019.08.06	11:00:00	1461.21	1462.68	1460.07	1462.18	1634	0	24
2019.08.06	12:00:00	1462.15	1463.64	1460.86	1463.02	1530	0	23
2019.08.06	13:00:00	1463.02	1465.62	1463.01	1465.11	1211	0	25
2019.08.06	14:00:00	1465.11	1467.14	1462.01	1463.27	1730	0	26
2019.08.06	15:00:00	1463.31	1467.03	1462.74	1465.62	2108	0	23
2019.08.06	16:00:00	1465.72	1468.03	1463.05	1465.85	3598	0	24
2019.08.06	17:00:00	1465.91	1472.27	1464.32	1471.42	3341	0	25
2019.08.06	18:00:00	1471.42	1473.73	1468.39	1469.39	2921	0	25
2019.08.06	19:00:00	1469.30	1471.70	1468.53	1471.33	2142	0	27
2019.08.06	20:00:00	1471.34	1473.48	1470.95	1471.55	1928	0	25
2019.08.06	21:00:00	1471.55	1472.65	1468.20	1470.67	2094	0	24
2019.08.06	22:00:00	1470.67	1473.36	1469.85	1472.66	1421	0	23
2019.08.06	23:00:00	1472.65	1474.28	1472.32	1474.27	759	0	27
2019.08.07	01:00:00	1473.46	1476.42	1472.82	1473.25	673	0	25
2019.08.07	02:00:00	1473.25	1477.20	1472.14	1476.73	1077	0	26
2019.08.07	03:00:00	1476.69	1479.69	1475.73	1477.57	2089	0	23
2019.08.07	04:00:00	1477.56	1490.04	1474.40	1484.24	4148	0	26
2019.08.07	05:00:00	1484.28	1487.83	1483.17	1484.62	2462	0	28
2019.08.07	06:00:00	1484.62	1487.27	1484.57	1486.14	1781	0	29
2019.08.07	07:00:00	1486.07	1486.24	1484.06	1484.76	1016	0	26
2019.08.07	08:00:00	1484.76	1486.05	1481.18	1485.95	1694	0	25
2019.08.07	09:00:00	1485.95	1491.16	1484.62	1485.36	2447	0	24
2019.08.07	10:00:00	1485.36	1490.83	1485.21	1485.31	2610	0	23
2019.08.07	11:00:00	1485.31	1487.80	1484.92	1486.83	1658	0	26
2019.08.07	12:00:00	1486.73	1488.68	1485.88	1486.96	1596	0	28
2019.08.07	13:00:00	1486.95	1489.72	1486.83	1489.36	1564	0	29
2019.08.07	14:00:00	1489.46	1495.32	1488.66	1494.86	2435	0	25
2019.08.07	15:00:00	1494.86	1499.17	1491.56	1497.30	3933	0	24
2019.08.07	16:00:00	1497.33	1509.17	1494.73	1508.01	4567	0	24
2019.08.07	17:00:00	1507.91	1510.28	1496.60	1501.18	4607	0	24
2019.08.07	18:00:00	1501.22	1508.84	1500.84	1506.63	3990	0	25
2019.08.07	19:00:00	1506.57	1509.94	1504.50	1504.94	3573	0	23
2019.08.07	20:00:00	1504.92	1508.30	1500.44	1502.94	3799	0	24
2019.08.07	21:00:00	1502.94	1508.82	1501.36	1503.09	3681	0	24
2019.08.07	22:00:00	1503.02	1505.59	1493.83	1495.38	3316	0	23
2019.08.07	23:00:00	1495.26	1501.98	1495.26	1500.94	1379	0	23
2019.08.08	01:00:00	1500.29	1500.52	1497.20	1497.77	955	0	24
2019.08.08	02:00:00	1497.77	1501.96	1495.56	1501.57	1378	0	25
2019.08.08	03:00:00	1501.57	1506.62	1500.90	1504.32	2125	0	24
2019.08.08	04:00:00	1504.29	1505.57	1491.68	1494.62	3800	0	23
2019.08.08	05:00:00	1494.62	1502.87	1494.62	1501.87	2504	0	23
2019.08.08	06:00:00	1501.87	1502.07	1498.69	1499.31	2002	0	24
2019.08.08	07:00:00	1499.31	1501.23	1499.31	1500.83	1226	0	28
2019.08.08	08:00:00	1500.83	1501.69	1498.80	1501.12	1310	0	24
2019.08.08	09:00:00	1501.04	1503.69	1496.04	1496.48	2772	0	24
2019.08.08	10:00:00	1496.46	1499.63	1496.04	1497.43	1953	0	24
2019.08.08	11:00:00	1497.24	1499.52	1495.56	1496.59	1491	0	26
2019.08.08	12:00:00	1496.57	1498.51	1495.44	1495.56	1550	0	26
2019.08.08	13:00:00	1495.56	1497.38	1495.28	1495.98	1206	0	25
2019.08.08	14:00:00	1495.96	1501.07	1494.88	1498.42	2152	0	24
2019.08.08	15:00:00	1498.42	1499.52	1491.92	1492.16	2923	0	23
2019.08.08	16:00:00	1492.05	1498.26	1489.93	1495.33	4023	0	26
2019.08.08	17:00:00	1495.25	1497.50	1492.59	1492.80	3340	0	23
2019.08.08	18:00:00	1492.84	1498.58	1492.77	1497.50	2699	0	26
2019.08.08	19:00:00	1497.35	1498.17	1494.72	1495.55	2071	0	24
2019.08.08	20:00:00	1495.45	1502.92	1494.05	1501.65	2271	0	25
2019.08.08	21:00:00	1501.66	1509.42	1501.62	1506.98	3421	0	26
2019.08.08	22:00:00	1506.98	1507.61	1502.29	1503.09	2109	0	24
2019.08.08	23:00:00	1502.96	1503.91	1500.39	1500.91	804	0	25
2019.08.09	01:00:00	1505.15	1508.74	1501.58	1502.48	1841	0	23
2019.08.09	02:00:00	1502.38	1505.57	1500.48	1504.06	1411	0	24
2019.08.09	03:00:00	1504.10	1505.84	1502.06	1502.60	1879	0	26
2019.08.09	04:00:00	1502.80	1504.51	1499.19	1504.19	2605	0	25
2019.08.09	05:00:00	1504.19	1505.00	1503.41	1504.81	1233	0	25
2019.08.09	06:00:00	1504.81	1507.79	1504.68	1506.48	1670	0	26
2019.08.09	07:00:00	1506.51	1507.36	1505.97	1506.25	714	0	27
2019.08.09	08:00:00	1506.25	1506.98	1504.35	1506.74	1475	0	28
2019.08.09	09:00:00	1506.84	1507.98	1500.32	1502.98	2959	0	23
2019.08.09	10:00:00	1502.99	1503.59	1501.38	1502.26	1668	0	25
2019.08.09	11:00:00	1502.25	1503.06	1501.16	1502.33	1462	0	28
2019.08.09	12:00:00	1502.33	1503.71	1501.64	1503.31	1108	0	24
2019.08.09	13:00:00	1503.28	1503.82	1502.52	1503.10	934	0	24
2019.08.09	14:00:00	1503.03	1504.34	1501.11	1502.01	1406	0	26
2019.08.09	15:00:00	1502.01	1502.41	1495.39	1499.57	2546	0	24
2019.08.09	16:00:00	1499.47	1499.67	1494.73	1497.48	2962	0	26
2019.08.09	17:00:00	1497.48	1504.87	1495.18	1501.84	4038	0	24
2019.08.09	18:00:00	1501.84	1505.83	1499.44	1503.96	3334	0	24
2019.08.09	19:00:00	1504.05	1504.05	1497.00	1499.83	3007	0	25
2019.08.09	20:00:00	1499.83	1500.28	1495.02	1498.91	2880	0	23
2019.08.09	21:00:00	1498.88	1499.63	1496.40	1497.08	1658	0	27
2019.08.09	22:00:00	1497.05	1498.40	1495.74	1498.33	1227	0	23
2019.08.09	23:00:00	1498.34	1498.52	1496.60	1496.98	598	0	25
2019.08.12	01:00:00	1497.75	1497.92	1494.69	1496.37	910	0	23
2019.08.12	02:00:00	1496.33	1501.40	1496.18	1500.67	1425	0	24
2019.08.12	03:00:00	1500.68	1500.97	1497.48	1498.44	1521	0	25
2019.08.12	04:00:00	1498.44	1498.44	1495.14	1497.24	2756	0	25
2019.08.12	05:00:00	1497.24	1497.34	1495.87	1496.28	1219	0	28
2019.08.12	06:00:00	1496.17	1497.09	1495.96	1496.79	899	0	27
2019.08.12	07:00:00	1496.79	1497.09	1496.27	1496.67	527	0	30
2019.08.12	08:00:00	1496.67	1497.15	1495.57	1496.48	1028	0	24
2019.08.12	09:00:00	1496.54	1496.56	1489.66	1490.74	2520	0	25
2019.08.12	10:00:00	1490.72	1492.69	1487.64	1489.87	2847	0	26
2019.08.12	11:00:00	1489.89	1503.97	1489.88	1502.71	3786	0	23
2019.08.12	12:00:00	1502.71	1505.46	1501.59	1504.42	2635	0	25
2019.08.12	13:00:00	1504.43	1506.32	1503.44	1504.16	2416	0	28
2019.08.12	14:00:00	1504.16	1508.38	1503.57	1506.54	2508	0	26
2019.08.12	15:00:00	1506.53	1506.64	1500.52	1501.82	3159	0	27
2019.08.12	16:00:00	1501.82	1506.08	1499.73	1503.60	3758	0	23
2019.08.12	17:00:00	1503.60	1505.75	1501.77	1503.62	3022	0	25
2019.08.12	18:00:00	1503.62	1506.63	1503.42	1506.00	3171	0	23
2019.08.12	19:00:00	1506.00	1506.60	1504.53	1505.60	1944	0	24
2019.08.12	20:00:00	1505.60	1506.51	1505.21	1506.20	1975	0	24
2019.08.12	21:00:00	1506.20	1519.30	1505.58	1511.88	2701	0	25
2019.08.12	22:00:00	1511.79	1513.96	1507.44	1511.84	3012	0	24
2019.08.12	23:00:00	1511.73	1513.07	1510.76	1510.78	1050	0	26
2019.08.13	01:00:00	1510.75	1511.90	1509.55	1511.89	744	0	29
2019.08.13	02:00:00	1511.84	1513.13	1510.91	1511.99	1038	0	24
2019.08.13	03:00:00	1511.99	1512.39	1510.14	1510.59	1649	0	28
2019.08.13	04:00:00	1510.59	1518.16	1509.51	1517.60	4206	0	23
2019.08.13	05:00:00	1517.66	1517.88	1514.50	1514.80	2342	0	26
2019.08.13	06:00:00	1514.80	1516.66	1514.49	1516.51	1098	0	26
2019.08.13	07:00:00	1516.51	1516.51	1515.41	1516.00	725	0	28
2019.08.13	08:00:00	1516.00	1519.93	1515.48	1519.31	1850	0	24
2019.08.13	09:00:00	1519.31	1524.57	1518.18	1522.30	3394	0	23
2019.08.13	10:00:00	1522.30	1526.88	1521.40	1525.73	2838	0	23
2019.08.13	11:00:00	1525.83	1526.24	1522.80	1523.28	2442	0	23
2019.08.13	12:00:00	1523.28	1533.08	1523.28	1532.23	3151	0	24
2019.08.13	13:00:00	1532.15	1534.91	1526.64	1527.39	3483	0	23
2019.08.13	14:00:00	1527.34	1528.65	1525.19	1525.66	2122	0	25
2019.08.13	15:00:00	1525.67	1525.67	1515.76	1519.99	4474	0	24
2019.08.13	16:00:00	1519.99	1521.80	1479.72	1486.08	6947	0	23
2019.08.13	17:00:00	1486.08	1504.85	1485.64	1504.47	8125	0	23
2019.08.13	18:00:00	1504.47	1506.86	1498.12	1502.01	6416	0	23
2019.08.13	19:00:00	1502.01	1503.44	1500.32	1502.03	3568	0	23
2019.08.13	20:00:00	1502.03	1505.76	1496.24	1501.39	4002	0	23
2019.08.13	21:00:00	1501.38	1501.89	1497.88	1501.19	2595	0	27
2019.08.13	22:00:00	1501.12	1504.32	1500.89	1502.58	1987	0	26
2019.08.13	23:00:00	1502.69	1503.40	1499.06	1501.02	880	0	29
2019.08.14	01:00:00	1501.72	1502.23	1499.95	1501.49	825	0	26
2019.08.14	02:00:00	1501.46	1502.81	1500.24	1500.74	1084	0	28
2019.08.14	03:00:00	1500.74	1503.22	1500.45	1503.20	2347	0	26
2019.08.14	04:00:00	1503.17	1503.81	1494.06	1495.29	4401	0	23
2019.08.14	05:00:00	1495.36	1502.72	1495.36	1501.18	3125	0	25
2019.08.14	06:00:00	1501.18	1502.40	1500.77	1502.01	1440	0	28
2019.08.14	07:00:00	1502.01	1502.61	1496.57	1497.76	2088	0	25
2019.08.14	08:00:00	1497.76	1500.72	1497.47	1500.53	2063	0	23
2019.08.14	09:00:00	1500.53	1502.48	1496.57	1497.19	3282	0	24
2019.08.14	10:00:00	1497.26	1500.74	1497.26	1497.98	2516	0	23
2019.08.14	11:00:00	1497.97	1502.03	1497.77	1500.78	1809	0	24
2019.08.14	12:00:00	1500.78	1501.39	1499.60	1500.88	1841	0	26
2019.08.14	13:00:00	1500.78	1510.34	1500.78	1510.06	3633	0	24
2019.08.14	14:00:00	1510.07	1518.11	1508.32	1515.48	4418	0	24
2019.08.14	15:00:00	1515.40	1516.28	1510.79	1512.45	5427	0	23
2019.08.14	16:00:00	1512.40	1517.69	1512.24	1513.18	5730	0	23
2019.08.14	17:00:00	1513.08	1515.46	1505.84	1515.36	5762	0	24
2019.08.14	18:00:00	1515.30	1520.17	1514.79	1518.13	4681	0	23
2019.08.14	19:00:00	1518.18	1523.03	1517.36	1522.98	3539	0	23
2019.08.14	20:00:00	1522.98	1523.89	1511.72	1515.93	4618	0	23
2019.08.14	21:00:00	1515.93	1520.89	1515.29	1518.09	3754	0	25
2019.08.14	22:00:00	1518.12	1518.22	1513.08	1513.73	5049	0	26
2019.08.14	23:00:00	1513.70	1516.61	1509.14	1516.30	1395	0	28
2019.08.15	01:00:00	1515.88	1519.99	1515.88	1517.38	1238	0	26
2019.08.15	02:00:00	1517.42	1518.50	1514.84	1516.90	1307	0	24
2019.08.15	03:00:00	1516.89	1518.41	1515.68	1516.85	1950	0	26
2019.08.15	04:00:00	1516.79	1524.13	1516.59	1519.38	4695	0	23
2019.08.15	05:00:00	1519.39	1521.94	1518.58	1520.18	2481	0	27
2019.08.15	06:00:00	1520.18	1521.02	1517.32	1520.51	2088	0	28
2019.08.15	07:00:00	1520.51	1522.08	1520.05	1520.74	1472	0	24
2019.08.15	08:00:00	1520.73	1521.66	1518.03	1518.03	1916	0	25
2019.08.15	09:00:00	1518.03	1519.18	1507.86	1513.83	4740	0	24
2019.08.15	10:00:00	1513.83	1514.85	1510.10	1512.48	3651	0	23
2019.08.15	11:00:00	1512.48	1516.03	1511.28	1515.90	2803	0	25
2019.08.15	12:00:00	1515.90	1521.54	1515.37	1518.22	4373	0	24
2019.08.15	13:00:00	1518.22	1522.68	1517.77	1520.36	4020	0	23
2019.08.15	14:00:00	1520.40	1521.29	1510.39	1514.90	5142	0	23
2019.08.15	15:00:00	1515.10	1515.18	1508.77	1511.42	6114	0	23
2019.08.15	16:00:00	1511.52	1517.88	1509.75	1514.92	7237	0	24
2019.08.15	17:00:00	1515.00	1520.26	1512.22	1518.49	5714	0	25
2019.08.15	18:00:00	1518.52	1520.12	1516.10	1519.11	4269	0	24
2019.08.15	19:00:00	1519.11	1521.64	1518.99	1520.34	3178	0	26
2019.08.15	20:00:00	1520.34	1526.90	1518.10	1523.73	3585	0	24
2019.08.15	21:00:00	1523.73	1526.27	1520.46	1522.72	4859	0	24
2019.08.15	22:00:00	1522.62	1523.39	1519.22	1523.16	3139	0	24
2019.08.15	23:00:00	1523.01	1524.87	1522.58	1523.00	809	0	29
2019.08.16	01:00:00	1522.86	1523.23	1520.46	1522.25	987	0	26
2019.08.16	02:00:00	1522.25	1526.98	1521.83	1526.44	941	0	27
2019.08.16	03:00:00	1526.44	1527.90	1524.57	1525.20	1933	0	26
2019.08.16	04:00:00	1525.10	1527.17	1521.47	1521.67	3252	0	23
2019.08.16	05:00:00	1521.72	1522.90	1516.73	1517.64	2901	0	23
2019.08.16	06:00:00	1517.74	1521.50	1517.73	1520.96	2097	0	26
2019.08.16	07:00:00	1520.96	1521.96	1520.40	1521.76	1040	0	27
2019.08.16	08:00:00	1521.76	1522.16	1517.76	1519.24	2076	0	25
2019.08.16	09:00:00	1519.23	1520.06	1512.89	1515.27	3093	0	23
2019.08.16	10:00:00	1515.37	1516.67	1513.78	1515.20	2661	0	25
2019.08.16	11:00:00	1515.18	1515.25	1510.24	1510.64	2884	0	26
2019.08.16	12:00:00	1510.65	1511.38	1505.52	1509.36	3276	0	25
2019.08.16	13:00:00	1509.36	1513.98	1508.71	1512.35	1631	0	25
2019.08.16	14:00:00	1512.45	1514.82	1511.75	1513.66	1874	0	26
2019.08.16	15:00:00	1513.66	1514.29	1509.54	1509.75	3570	0	26
2019.08.16	16:00:00	1509.84	1515.22	1509.74	1514.33	3626	0	26
2019.08.16	17:00:00	1514.39	1516.18	1503.67	1504.77	5432	0	24
2019.08.16	18:00:00	1505.07	1510.28	1504.77	1509.63	3297	0	23
2019.08.16	19:00:00	1509.63	1513.87	1508.88	1512.88	3002	0	24
2019.08.16	20:00:00	1512.88	1515.02	1511.23	1514.44	2044	0	26
2019.08.16	21:00:00	1514.44	1517.15	1513.40	1514.00	1971	0	28
2019.08.16	22:00:00	1514.01	1514.62	1510.91	1513.96	1918	0	27
2019.08.16	23:00:00	1513.96	1514.43	1511.36	1512.77	990	0	27
2019.08.19	01:00:00	1512.45	1512.85	1507.64	1509.52	1602	0	28
2019.08.19	02:00:00	1509.45	1511.09	1509.15	1509.26	890	0	25
2019.08.19	03:00:00	1509.36	1510.09	1508.41	1509.91	1660	0	27
2019.08.19	04:00:00	1509.91	1510.09	1504.98	1508.91	3730	0	23
2019.08.19	05:00:00	1508.91	1512.66	1508.53	1508.92	2641	0	25
2019.08.19	06:00:00	1508.90	1509.43	1508.14	1508.74	1087	0	27
2019.08.19	07:00:00	1508.74	1509.61	1508.59	1509.00	563	0	30
2019.08.19	08:00:00	1509.00	1509.60	1505.04	1507.04	2136	0	26
2019.08.19	09:00:00	1507.04	1509.45	1506.44	1507.23	2227	0	26
2019.08.19	10:00:00	1507.23	1509.14	1505.40	1505.81	2369	0	29
2019.08.19	11:00:00	1505.81	1506.09	1498.72	1501.02	3161	0	23
2019.08.19	12:00:00	1500.95	1501.32	1497.61	1497.80	2145	0	25
2019.08.19	13:00:00	1497.80	1501.10	1497.24	1499.86	1921	0	26
2019.08.19	14:00:00	1499.97	1500.57	1493.14	1494.01	2899	0	25
2019.08.19	15:00:00	1493.95	1499.63	1493.83	1497.72	3223	0	25
2019.08.19	16:00:00	1497.74	1499.52	1495.68	1496.68	3921	0	27
2019.08.19	17:00:00	1496.72	1503.33	1496.58	1501.01	4299	0	24
2019.08.19	18:00:00	1501.12	1502.35	1498.89	1502.25	2896	0	25
2019.08.19	19:00:00	1502.25	1503.10	1500.98	1501.77	1812	0	26
2019.08.19	20:00:00	1501.72	1503.14	1498.39	1498.43	1992	0	27
2019.08.19	21:00:00	1498.48	1499.40	1494.76	1495.16	2405	0	27
2019.08.19	22:00:00	1495.08	1496.16	1493.48	1496.16	1719	0	25
2019.08.19	23:00:00	1496.07	1496.78	1495.36	1495.81	681	0	27
2019.08.20	01:00:00	1495.60	1497.55	1492.88	1494.85	828	0	29
2019.08.20	02:00:00	1494.91	1496.35	1494.05	1495.98	882	0	33
2019.08.20	03:00:00	1496.02	1497.60	1495.06	1496.93	1777	0	29
2019.08.20	04:00:00	1496.92	1499.40	1496.19	1496.68	2127	0	23
2019.08.20	05:00:00	1496.68	1497.20	1495.18	1495.88	1571	0	24
2019.08.20	06:00:00	1495.88	1496.31	1494.28	1495.07	1194	0	28
2019.08.20	07:00:00	1495.07	1495.46	1494.46	1495.04	772	0	30
2019.08.20	08:00:00	1494.99	1497.08	1494.99	1496.48	965	0	28
2019.08.20	09:00:00	1496.48	1498.52	1495.68	1496.72	2200	0	24
2019.08.20	10:00:00	1496.82	1500.10	1496.72	1499.37	2829	0	27
2019.08.20	11:00:00	1499.42	1502.68	1499.26	1501.95	2119	0	24
2019.08.20	12:00:00	1501.96	1505.08	1501.56	1504.24	2236	0	27
2019.08.20	13:00:00	1504.24	1504.88	1502.91	1504.60	1575	0	23
2019.08.20	14:00:00	1504.60	1508.51	1504.54	1505.34	2394	0	23
2019.08.20	15:00:00	1505.34	1505.64	1502.82	1504.06	3161	0	24
2019.08.20	16:00:00	1504.06	1507.39	1501.31	1504.48	4755	0	23
2019.08.20	17:00:00	1504.44	1505.35	1501.58	1502.66	4028	0	23
2019.08.20	18:00:00	1502.76	1504.06	1501.38	1503.37	1783	0	24
2019.08.20	19:00:00	1503.37	1505.96	1503.25	1504.69	1621	0	24
2019.08.20	20:00:00	1504.69	1506.92	1504.48	1505.60	1645	0	25
2019.08.20	21:00:00	1505.60	1506.76	1505.38	1505.92	1278	0	27
2019.08.20	22:00:00	1505.98	1507.96	1505.82	1507.90	1053	0	27
2019.08.20	23:00:00	1507.82	1507.82	1506.71	1507.19	661	0	29
2019.08.21	01:00:00	1506.91	1507.65	1504.72	1506.35	628	0	26
2019.08.21	02:00:00	1506.35	1507.93	1505.96	1506.06	811	0	32
2019.08.21	03:00:00	1506.06	1506.83	1505.56	1506.22	901	0	30
2019.08.21	04:00:00	1506.22	1507.02	1503.98	1504.87	1916	0	24
2019.08.21	05:00:00	1504.87	1505.18	1503.05	1503.45	1157	0	29
2019.08.21	06:00:00	1503.45	1503.94	1501.86	1502.75	1428	0	26
2019.08.21	07:00:00	1502.83	1503.34	1502.52	1503.10	677	0	32
2019.08.21	08:00:00	1503.10	1503.38	1501.30	1502.54	1468	0	27
2019.08.21	09:00:00	1502.54	1504.34	1499.15	1499.56	1760	0	25
2019.08.21	10:00:00	1499.55	1500.05	1496.38	1497.19	2761	0	25
2019.08.21	11:00:00	1497.19	1499.11	1497.04	1498.89	1660	0	24
2019.08.21	12:00:00	1498.89	1500.91	1498.29	1500.11	1545	0	25
2019.08.21	13:00:00	1500.11	1501.99	1500.02	1501.39	1578	0	24
2019.08.21	14:00:00	1501.39	1502.09	1499.24	1499.70	1289	0	25
2019.08.21	15:00:00	1499.70	1501.20	1498.10	1500.38	2497	0	23
2019.08.21	16:00:00	1500.38	1503.71	1499.58	1502.98	3232	0	24
2019.08.21	17:00:00	1503.06	1504.78	1502.20	1502.98	3034	0	23
2019.08.21	18:00:00	1502.98	1505.86	1501.37	1502.68	2218	0	23
2019.08.21	19:00:00	1502.64	1506.32	1501.84	1506.02	2536	0	26
2019.08.21	20:00:00	1506.02	1506.41	1502.96	1503.27	1804	0	29
2019.08.21	21:00:00	1503.36	1507.37	1500.38	1503.17	3769	0	23
2019.08.21	22:00:00	1503.00	1503.26	1499.97	1502.82	2424	0	26
2019.08.21	23:00:00	1502.67	1502.67	1501.78	1502.36	544	0	27
2019.08.22	01:00:00	1501.53	1504.37	1501.53	1502.70	746	0	28
2019.08.22	02:00:00	1502.70	1502.70	1501.98	1502.52	405	0	33
2019.08.22	03:00:00	1502.52	1503.08	1500.98	1501.39	1075	0	26
2019.08.22	04:00:00	1501.40	1503.57	1499.88	1503.27	2132	0	27
2019.08.22	05:00:00	1503.27	1503.50	1501.34	1501.57	923	0	26
2019.08.22	06:00:00	1501.57	1501.85	1500.92	1501.41	827	0	30
2019.08.22	07:00:00	1501.47	1501.47	1499.43	1499.58	865	0	25
2019.08.22	08:00:00	1499.57	1501.16	1498.90	1500.30	1277	0	29
2019.08.22	09:00:00	1500.30	1502.18	1500.06	1501.01	1702	0	27
2019.08.22	10:00:00	1501.01	1501.98	1497.65	1498.40	3218	0	27
2019.08.22	11:00:00	1498.40	1499.66	1497.93	1498.23	2035	0	28
2019.08.22	12:00:00	1498.23	1500.06	1497.33	1497.96	2201	0	24
2019.08.22	13:00:00	1498.07	1498.07	1495.10	1496.17	1812	0	24
2019.08.22	14:00:00	1496.18	1497.07	1492.38	1492.74	2504	0	24
2019.08.22	15:00:00	1492.77	1497.41	1492.58	1496.56	2655	0	24
2019.08.22	16:00:00	1496.58	1504.42	1496.58	1502.42	4762	0	24
2019.08.22	17:00:00	1502.45	1502.46	1496.84	1500.27	4677	0	25
2019.08.22	18:00:00	1500.26	1502.67	1499.46	1500.56	2939	0	28
2019.08.22	19:00:00	1500.56	1500.72	1497.48	1498.88	2118	0	24
2019.08.22	20:00:00	1498.88	1500.08	1498.03	1499.28	1789	0	24
2019.08.22	21:00:00	1499.22	1500.59	1498.94	1498.95	1243	0	30
2019.08.22	22:00:00	1498.85	1499.46	1498.26	1499.07	1182	0	28
2019.08.22	23:00:00	1499.06	1499.59	1497.76	1497.92	520	0	26
2019.08.23	01:00:00	1497.80	1498.75	1496.85	1497.46	454	0	28
2019.08.23	02:00:00	1497.41	1497.91	1496.68	1497.38	773	0	33
2019.08.23	03:00:00	1497.38	1497.50	1495.61	1496.30	1286	0	28
2019.08.23	04:00:00	1496.31	1497.41	1494.70	1495.40	2224	0	28
2019.08.23	05:00:00	1495.42	1495.84	1494.70	1495.26	1174	0	27
2019.08.23	06:00:00	1495.20	1495.54	1494.28	1494.46	741	0	23
2019.08.23	07:00:00	1494.45	1495.08	1493.66	1494.80	563	0	25
2019.08.23	08:00:00	1494.80	1495.80	1494.37	1494.54	1053	0	28
2019.08.23	09:00:00	1494.54	1496.01	1493.42	1495.71	1268	0	27
2019.08.23	10:00:00	1495.81	1497.21	1494.93	1496.04	1771	0	25
2019.08.23	11:00:00	1496.04	1496.76	1495.34	1496.21	1132	0	27
2019.08.23	12:00:00	1496.21	1496.64	1495.34	1496.36	1175	0	23
2019.08.23	13:00:00	1496.36	1497.76	1494.63	1494.88	1320	0	26
2019.08.23	14:00:00	1494.88	1496.57	1494.66	1495.69	1291	0	29
2019.08.23	15:00:00	1495.69	1504.87	1495.58	1502.29	5967	0	24
2019.08.23	16:00:00	1502.29	1507.55	1501.59	1505.28	4160	0	25
2019.08.23	17:00:00	1505.23	1520.17	1501.78	1519.16	7821	0	23
2019.08.23	18:00:00	1519.06	1529.36	1518.96	1527.94	7518	0	24
2019.08.23	19:00:00	1527.88	1528.76	1522.61	1526.78	4841	0	26
2019.08.23	20:00:00	1526.80	1528.86	1525.80	1527.34	4513	0	26
2019.08.23	21:00:00	1527.28	1530.09	1526.92	1527.24	2836	0	28
2019.08.23	22:00:00	1527.24	1529.38	1526.99	1528.39	2526	0	24
2019.08.23	23:00:00	1528.48	1528.49	1525.18	1525.93	1495	0	23
2019.08.26	01:00:00	1535.30	1555.10	1535.30	1547.40	4521	0	23
2019.08.26	02:00:00	1547.17	1548.44	1543.52	1547.18	3116	0	25
2019.08.26	03:00:00	1547.18	1549.13	1543.40	1544.84	3064	0	24
2019.08.26	04:00:00	1544.80	1546.64	1541.65	1543.97	4533	0	25
2019.08.26	05:00:00	1544.07	1544.44	1538.01	1539.41	3408	0	24
2019.08.26	06:00:00	1539.41	1542.08	1538.48	1539.15	2559	0	25
2019.08.26	07:00:00	1539.15	1543.30	1539.08	1542.90	2142	0	23
2019.08.26	08:00:00	1542.90	1544.03	1540.00	1542.58	3168	0	27
2019.08.26	09:00:00	1542.58	1542.78	1536.38	1536.97	3069	0	24
2019.08.26	10:00:00	1536.97	1537.17	1527.59	1530.44	6300	0	23
2019.08.26	11:00:00	1530.44	1530.74	1524.96	1526.83	3981	0	24
2019.08.26	12:00:00	1526.77	1531.92	1525.55	1531.73	4052	0	24
2019.08.26	13:00:00	1531.77	1532.63	1529.21	1532.42	3237	0	24
2019.08.26	14:00:00	1532.52	1533.13	1528.05	1531.34	3065	0	24
2019.08.26	15:00:00	1531.51	1532.13	1526.10	1527.11	3664	0	24
2019.08.26	16:00:00	1527.11	1534.70	1527.11	1534.48	5864	0	27
2019.08.26	17:00:00	1534.49	1537.08	1531.87	1534.18	5328	0	24
2019.08.26	18:00:00	1534.18	1535.00	1528.61	1531.15	4483	0	24
2019.08.26	19:00:00	1531.15	1531.77	1528.32	1528.97	2983	0	23
2019.08.26	20:00:00	1528.96	1529.10	1526.16	1528.77	2688	0	24
2019.08.26	21:00:00	1528.77	1529.96	1526.90	1527.60	1915	0	26
2019.08.26	22:00:00	1527.60	1529.18	1526.39	1528.72	1616	0	27
2019.08.26	23:00:00	1528.78	1529.16	1527.01	1527.19	707	0	32
2019.08.27	01:00:00	1526.86	1528.39	1526.46	1527.07	1056	0	29
2019.08.27	02:00:00	1527.06	1528.66	1526.49	1528.46	863	0	30
2019.08.27	03:00:00	1528.45	1529.24	1527.96	1528.28	1349	0	29
2019.08.27	04:00:00	1528.33	1530.04	1525.58	1528.16	2876	0	27
2019.08.27	05:00:00	1528.17	1529.27	1526.67	1527.47	1495	0	28
